driver_id,delivery_distance_meters
11189.0,958132.0
11230.0,136126.0
11250.0,14763.0
11262.0,3755.0
11263.0,149850.0
11285.0,287206.0
11301.0,1763.0
11312.0,143915.0
11319.0,16534.0
11330.0,154275.0
11366.0,131360.0
11393.0,156259.0
11404.0,7856.0
11420.0,1022.0
11428.0,20862.0
11432.0,251302.0
11451.0,93410.0
11455.0,39462.0
11457.0,414067.0
11466.0,380686.0
11468.0,5845.0
11475.0,6082.0
11480.0,145057.0
11482.0,155376.0
11487.0,130671.0
11490.0,1041.0
11494.0,499029.0
11504.0,443970.0
11514.0,3871.0
11522.0,2525072.0
11525.0,99522.0
11533.0,2820.0
11535.0,41542.0
11536.0,31093.0
11545.0,436815.0
11560.0,9310.0
11574.0,226772.0
11585.0,97797.0
11595.0,1081.0
11611.0,78599.0
11615.0,121855.0
11630.0,34929.0
11632.0,1204.0
11698.0,429761.0
11728.0,26140.0
11734.0,46841.0
11753.0,442431.0
11756.0,72568.0
11815.0,38733.0
11857.0,759349.0
11869.0,406311.0
11887.0,2744370.0
11895.0,85441.0
11904.0,29133.0
11907.0,20772.0
11911.0,1121448.0
11916.0,10022.0
11917.0,66352.0
11918.0,65184.0
11930.0,1537441.0
11937.0,249623.0
11941.0,503520.0
11959.0,4471.0
11960.0,2098.0
11990.0,23589.0
11997.0,35765.0
12016.0,576744.0
12023.0,501885.0
12041.0,344386.0
12045.0,798614.0
12062.0,1272586.0
12076.0,268812.0
12077.0,97681.0
12079.0,621807.0
12081.0,5689.0
12091.0,42085.0
12096.0,124065.0
12119.0,588913.0
12132.0,694380.0
12136.0,64742.0
12138.0,62342.0
12140.0,9374.0
12148.0,169895.0
12178.0,3657.0
12182.0,19032.0
12186.0,252975.0
12214.0,5085.0
12227.0,141590.0
12255.0,106809.0
12269.0,34225.0
12290.0,49965.0
12297.0,5154.0
12330.0,206897.0
12346.0,1787315.0
12347.0,596456.0
12386.0,11376.0
12390.0,1086266.0
12396.0,5865.0
12416.0,2884.0
12432.0,287817.0
12440.0,389239.0
12457.0,432285.0
12472.0,41175.0
12516.0,508380.0
12527.0,22209.0
12538.0,38113.0
12544.0,91376.0
12551.0,3619.0
12586.0,82429.0
12601.0,64127.0
12613.0,755561.0
12620.0,700587.0
12624.0,2314.0
12663.0,1623025.0
12668.0,25622.0
12682.0,29950.0
12699.0,11842.0
12703.0,1292.0
12716.0,2074.0
12724.0,733939.0
12731.0,747370.0
12786.0,20445.0
12790.0,2672.0
12791.0,917.0
12807.0,5913.0
12823.0,18990.0
12893.0,1161640.0
12975.0,1076557.0
13017.0,207830.0
13035.0,647446.0
13041.0,4652.0
13043.0,158329.0
13059.0,24727.0
13074.0,1471410.0
13087.0,18432.0
13094.0,445538.0
13103.0,26917.0
13111.0,393866.0
13117.0,451686.0
13146.0,106737.0
13150.0,16553.0
13241.0,26822.0
13252.0,4715.0
13270.0,303871.0
13288.0,12060.0
13301.0,10310.0
13322.0,329887.0
13354.0,8515.0
13356.0,213193.0
13372.0,208712.0
13383.0,291760.0
13401.0,1043039.0
13407.0,13055.0
13416.0,18638.0
13441.0,9066.0
13449.0,327386.0
13453.0,153670.0
13461.0,118187.0
13463.0,12287.0
13495.0,71291.0
13508.0,7009.0
13516.0,41206.0
13527.0,162822.0
13546.0,477054.0
13569.0,238214.0
13579.0,219262.0
13580.0,12630.0
13581.0,261761.0
13586.0,11500.0
13590.0,3645.0
13599.0,161516.0
13615.0,2255.0
13689.0,29276.0
13740.0,9325.0
13771.0,161165.0
13805.0,3851.0
13828.0,76710.0
13845.0,12475.0
13863.0,75788.0
13869.0,177148.0
13874.0,35625.0
13879.0,928529.0
13932.0,62741.0
13942.0,7525.0
13965.0,13730.0
13985.0,4091.0
13995.0,77765.0
14025.0,8013.0
14038.0,5811.0
14053.0,210849.0
14059.0,587879.0
14068.0,224453.0
14069.0,81194.0
14071.0,3145.0
14099.0,40684.0
14110.0,234817.0
14136.0,4320123.0
14155.0,128315.0
14161.0,106406.0
14167.0,272820.0
14185.0,46106.0
14200.0,17389.0
14208.0,349261.0
14209.0,4528.0
14223.0,2504.0
14242.0,128868.0
14244.0,132215.0
14290.0,1678212.0
14314.0,34151.0
14316.0,40537.0
14334.0,312769.0
14346.0,1075721.0
14359.0,2491.0
14361.0,58765.0
14382.0,1003988.0
14425.0,3133.0
14433.0,1222348.0
14448.0,2590.0
14456.0,4834.0
14457.0,198330.0
14488.0,78025.0
14509.0,1816302.0
14511.0,86079.0
14513.0,362677.0
14521.0,15550.0
14538.0,39545.0
14568.0,78115.0
14571.0,641453.0
14596.0,32747.0
14606.0,4733.0
14617.0,160057.0
14621.0,14169.0
14626.0,171907.0
14632.0,189095.0
14666.0,852485.0
14671.0,231011.0
14679.0,220804.0
14701.0,367829.0
14702.0,468162.0
14730.0,82480.0
14735.0,89623.0
14757.0,116110.0
14784.0,42462.0
14792.0,683727.0
14801.0,38818.0
14805.0,1621282.0
14821.0,2697.0
14859.0,221048.0
14860.0,5689.0
14887.0,68102.0
15009.0,719438.0
15030.0,71127.0
15033.0,316710.0
15050.0,1152692.0
15061.0,961678.0
15084.0,37384.0
15085.0,119095.0
15086.0,1611598.0
15120.0,181423.0
15136.0,117535.0
15148.0,3928.0
15156.0,10363.0
15160.0,11778.0
15162.0,262066.0
15165.0,279303.0
15167.0,2166.0
15197.0,16427.0
15199.0,156328.0
15210.0,87479.0
15218.0,273787.0
15231.0,1197943.0
15233.0,15616.0
15279.0,549570.0
15286.0,185499.0
15301.0,382523.0
15338.0,52856.0
15370.0,161379.0
15373.0,9215.0
15375.0,26461.0
15381.0,1090.0
15418.0,38793.0
15420.0,20631.0
15469.0,151728.0
15502.0,24934.0
15512.0,105655.0
15528.0,244227.0
15537.0,516922.0
15538.0,459820.0
15542.0,8996.0
15544.0,70669.0
15561.0,3085248.0
15570.0,12261.0
15581.0,10694.0
15584.0,2154.0
15605.0,105059.0
15636.0,245196.0
15661.0,356499.0
15714.0,40609.0
15718.0,1362.0
15723.0,126913.0
15724.0,1043253.0
15772.0,131113.0
15774.0,8407.0
15790.0,540.0
15800.0,7131.0
15834.0,2322149.0
15837.0,9752.0
15860.0,1893.0
15874.0,7542.0
15898.0,8209339.0
15912.0,344104.0
15915.0,245299.0
15939.0,377743.0
15957.0,624481.0
15984.0,3782.0
16055.0,14408.0
16063.0,23778.0
16066.0,147130.0
16123.0,12624.0
16165.0,102430.0
16176.0,19307.0
16178.0,460669.0
16180.0,103507.0
16189.0,2338.0
16190.0,13600.0
16191.0,252365.0
